Transaction ID,Customer ID,Customer Name,Gender,Age,Location,Product ID,Product Name,Category,Supplier,Quantity Sold,Sale Price,Date,Age Groups,Total Sales
4086,46,Customer_397,Female,50,Phoenix,67,Toys_67,Books,FashionHub,4,339.87,2024-07-08,Pre-Seniors (50-59),1359.48
4087,6,Customer_97,Female,63,Los Angeles,98,Electronics_98,Home Appliances,TechWorld,4,753.4,2024-06-09,Seniors (60-69),3013.6
4088,174,Customer_449,Female,35,Houston,84,Books_84,Electronics,BookWorm,4,150.16,2024-05-16,Adults (30-39),600.64
4089,439,Customer_401,Male,45,Phoenix,80,Toys_80,Clothing,TechWorld,1,79.41,2024-01-11,Middle-Aged (40-49),79.41
4090,227,Customer_13,Female,47,Chicago,61,Clothing_61,Electronics,ToyLand,5,980.76,2024-11-10,Middle-Aged (40-49),4903.8
4091,210,Customer_64,Male,43,Chicago,42,Home Appliances_42,Toys,ToyLand,1,60.88,2024-07-01,Middle-Aged (40-49),60.88
4092,247,Customer_360,Female,37,Los Angeles,89,Toys_89,Clothing,FashionHub,4,227.14,2024-08-09,Adults (30-39),908.56
4093,145,Customer_74,Female,51,Phoenix,24,Clothing_24,Home Appliances,ToyLand,5,993.32,2024-04-21,Pre-Seniors (50-59),4966.6
4094,445,Customer_441,Female,25,Chicago,9,Books_9,Books,TechWorld,3,498.54,2024-06-05,Young Adults (20-29),1495.6200000000001
4095,500,Customer_369,Female,24,Phoenix,76,Home Appliances_76,Toys,BookWorm,2,399.05,2024-03-13,Young Adults (20-29),798.1
4096,365,Customer_202,Male,69,Houston,9,Books_9,Books,TechWorld,3,81.96,2024-06-06,Elders (70+),245.88
4097,94,Customer_160,Female,53,Los Angeles,79,Home Appliances_79,Home Appliances,BookWorm,4,604.47,2024-08-30,Pre-Seniors (50-59),2417.88
4098,248,Customer_135,Female,50,Chicago,39,Toys_39,Books,FashionHub,3,247.17,2024-07-26,Pre-Seniors (50-59),741.51
4099,97,Customer_161,Female,69,Phoenix,96,Home Appliances_96,Home Appliances,BookWorm,5,650.98,2024-02-03,Elders (70+),3254.9
4100,291,Customer_25,Male,69,Houston,96,Home Appliances_96,Home Appliances,BookWorm,5,493.83,2024-09-21,Elders (70+),2469.15
4101,186,Customer_470,Male,60,Houston,26,Clothing_26,Clothing,BookWorm,2,332.03,2024-01-16,Seniors (60-69),664.06
4102,46,Customer_397,Female,50,Phoenix,74,Clothing_74,Electronics,BookWorm,4,294.32,2024-09-11,Pre-Seniors (50-59),1177.28
4103,388,Customer_226,Male,21,Houston,97,Electronics_97,Toys,TechWorld,4,688.44,2024-01-06,Young Adults (20-29),2753.76
4104,22,Customer_14,Female,49,Phoenix,46,Clothing_46,Toys,TechWorld,2,375.34,2024-07-13,Pre-Seniors (50-59),750.68
4105,348,Customer_264,Male,69,Phoenix,58,Clothing_58,Electronics,TechWorld,5,738.4,2024-06-13,Elders (70+),3692.0
4106,58,Customer_481,Female,25,Los Angeles,73,Home Appliances_73,Books,BookWorm,3,228.28,2024-07-06,Young Adults (20-29),684.84
4107,353,Customer_291,Male,50,Phoenix,63,Electronics_63,Home Appliances,ToyLand,4,502.92,2024-07-23,Pre-Seniors (50-59),2011.68
4108,172,Customer_244,Female,54,New York,63,Electronics_63,Home Appliances,ToyLand,3,237.03,2024-09-11,Pre-Seniors (50-59),711.09
4109,431,Customer_333,Male,69,Chicago,35,Books_35,Toys,BookWorm,4,410.08,2024-09-28,Elders (70+),1640.32
4110,23,Customer_246,Female,44,Chicago,38,Toys_38,Home Appliances,TechWorld,4,668.15,2024-01-13,Middle-Aged (40-49),2672.6
4111,130,Customer_147,Male,37,Los Angeles,18,Books_18,Clothing,TechWorld,2,112.24,2024-01-29,Adults (30-39),224.48
4112,22,Customer_14,Female,49,Phoenix,34,Home Appliances_34,Toys,HomeEssentials,4,581.57,2024-03-12,Pre-Seniors (50-59),2326.28
4113,181,Customer_250,Female,65,Los Angeles,40,Home Appliances_40,Clothing,ToyLand,5,427.8,2024-09-19,Seniors (60-69),2139.0
4114,313,Customer_425,Female,69,New York,31,Home Appliances_31,Clothing,FashionHub,1,36.46,2024-07-26,Elders (70+),36.46
4115,373,Customer_241,Male,31,Phoenix,22,Toys_22,Toys,ToyLand,2,267.37,2024-05-20,Adults (30-39),534.74
4116,356,Customer_391,Male,18,Chicago,14,Toys_14,Toys,BookWorm,5,502.37,2024-09-08,Teens (<20),2511.85
4117,130,Customer_147,Male,37,Los Angeles,48,Home Appliances_48,Toys,HomeEssentials,5,161.21,2024-10-05,Adults (30-39),806.0500000000001
4118,191,Customer_20,Female,70,New York,40,Home Appliances_40,Clothing,ToyLand,2,27.23,2024-07-29,Elders (70+),54.46
4119,194,Customer_145,Male,50,Houston,99,Clothing_99,Toys,HomeEssentials,1,108.62,2024-10-07,Pre-Seniors (50-59),108.62
4120,377,Customer_447,Female,20,Phoenix,34,Home Appliances_34,Toys,HomeEssentials,5,659.99,2024-02-17,Young Adults (20-29),3299.95
4121,211,Customer_39,Male,20,Houston,56,Clothing_56,Toys,TechWorld,2,160.91,2024-01-25,Young Adults (20-29),321.82
4122,244,Customer_387,Male,66,Houston,92,Books_92,Clothing,HomeEssentials,5,630.99,2024-04-16,Seniors (60-69),3154.95
4123,8,Customer_430,Male,36,Phoenix,76,Home Appliances_76,Toys,BookWorm,5,727.1,2024-11-15,Adults (30-39),3635.5
4124,148,Customer_302,Female,61,Phoenix,37,Toys_37,Toys,TechWorld,5,956.04,2024-04-03,Seniors (60-69),4780.2
4125,352,Customer_454,Female,24,Houston,60,Books_60,Toys,ToyLand,3,498.99,2024-10-05,Young Adults (20-29),1496.97
4126,445,Customer_441,Female,25,Chicago,92,Books_92,Clothing,HomeEssentials,3,416.57,2024-04-03,Young Adults (20-29),1249.71
4127,162,Customer_226,Female,22,Phoenix,18,Books_18,Clothing,TechWorld,1,19.62,2024-06-03,Young Adults (20-29),19.62
4128,476,Customer_202,Male,51,New York,63,Electronics_63,Home Appliances,ToyLand,4,655.04,2024-07-12,Pre-Seniors (50-59),2620.16
4129,500,Customer_369,Female,24,Phoenix,47,Toys_47,Clothing,HomeEssentials,3,92.78,2024-07-07,Young Adults (20-29),278.34000000000003
4130,189,Customer_262,Female,62,Chicago,79,Home Appliances_79,Home Appliances,BookWorm,1,198.52,2024-08-22,Seniors (60-69),198.52
4131,77,Customer_137,Female,34,Houston,18,Books_18,Clothing,TechWorld,4,251.74,2024-09-11,Adults (30-39),1006.96
4132,411,Customer_24,Male,24,Los Angeles,37,Toys_37,Toys,TechWorld,2,340.91,2024-03-20,Young Adults (20-29),681.82
4133,376,Customer_228,Female,61,Phoenix,5,Books_5,Home Appliances,BookWorm,4,449.87,2024-12-01,Seniors (60-69),1799.48
4134,48,Customer_395,Male,52,Chicago,96,Home Appliances_96,Home Appliances,BookWorm,2,196.85,2024-07-30,Pre-Seniors (50-59),393.7
4135,402,Customer_88,Male,41,Houston,25,Electronics_25,Home Appliances,HomeEssentials,1,129.85,2024-02-23,Middle-Aged (40-49),129.85
4136,372,Customer_385,Male,57,Chicago,4,Toys_4,Clothing,HomeEssentials,4,742.65,2024-07-02,Pre-Seniors (50-59),2970.6
4137,76,Customer_54,Male,33,Chicago,17,Toys_17,Books,TechWorld,3,369.93,2024-04-16,Adults (30-39),1109.79
4138,430,Customer_333,Female,70,Los Angeles,8,Toys_8,Books,HomeEssentials,1,29.83,2024-01-24,Elders (70+),29.83
4139,79,Customer_255,Female,53,New York,46,Clothing_46,Toys,TechWorld,5,742.51,2024-01-27,Pre-Seniors (50-59),3712.55
4140,235,Customer_154,Male,28,Chicago,99,Clothing_99,Toys,HomeEssentials,5,352.61,2024-12-28,Young Adults (20-29),1763.0500000000002
4141,321,Customer_389,Female,22,New York,66,Electronics_66,Toys,ToyLand,4,187.08,2024-06-10,Young Adults (20-29),748.32
4142,68,Customer_204,Male,60,New York,93,Electronics_93,Home Appliances,ToyLand,3,432.79,2024-09-14,Seniors (60-69),1298.3700000000001
4143,5,Customer_25,Female,44,Phoenix,88,Toys_88,Electronics,ToyLand,1,117.39,2024-04-01,Middle-Aged (40-49),117.39
4144,174,Customer_449,Female,35,Houston,38,Toys_38,Home Appliances,TechWorld,5,751.03,2024-06-22,Adults (30-39),3755.1499999999996
4145,235,Customer_154,Male,28,Chicago,100,Books_100,Clothing,FashionHub,1,174.54,2024-01-31,Young Adults (20-29),174.54
4146,358,Customer_322,Female,45,Chicago,29,Electronics_29,Toys,HomeEssentials,5,841.78,2024-07-30,Middle-Aged (40-49),4208.9
4147,154,Customer_146,Female,21,Houston,94,Clothing_94,Electronics,FashionHub,1,37.94,2024-12-01,Young Adults (20-29),37.94
4148,8,Customer_430,Male,36,Phoenix,18,Books_18,Clothing,TechWorld,4,275.78,2024-01-07,Adults (30-39),1103.12
4149,47,Customer_292,Female,22,Houston,5,Books_5,Home Appliances,BookWorm,2,140.27,2024-06-03,Young Adults (20-29),280.54
4150,207,Customer_488,Male,68,Los Angeles,55,Home Appliances_55,Electronics,TechWorld,1,66.53,2024-08-15,Seniors (60-69),66.53
4151,444,Customer_174,Male,19,Los Angeles,60,Books_60,Toys,ToyLand,4,313.0,2024-08-28,Young Adults (20-29),1252.0
4152,147,Customer_169,Male,52,New York,84,Books_84,Electronics,BookWorm,2,104.62,2024-09-23,Pre-Seniors (50-59),209.24
4153,363,Customer_242,Female,35,New York,16,Home Appliances_16,Clothing,HomeEssentials,4,625.36,2024-01-26,Adults (30-39),2501.44
4154,220,Customer_267,Male,55,New York,9,Books_9,Books,TechWorld,4,200.13,2024-04-25,Pre-Seniors (50-59),800.52
4155,37,Customer_308,Female,59,New York,25,Electronics_25,Home Appliances,HomeEssentials,3,48.88,2024-03-22,Seniors (60-69),146.64000000000001
4156,223,Customer_146,Female,25,Houston,82,Electronics_82,Clothing,HomeEssentials,3,130.09,2024-09-28,Young Adults (20-29),390.27
4157,107,Customer_202,Female,29,Los Angeles,56,Clothing_56,Toys,TechWorld,1,66.99,2024-02-26,Adults (30-39),66.99
4158,485,Customer_266,Male,30,Houston,50,Electronics_50,Toys,FashionHub,3,411.36,2024-08-16,Adults (30-39),1234.08
4159,135,Customer_8,Female,62,Houston,22,Toys_22,Toys,ToyLand,1,12.32,2024-08-23,Seniors (60-69),12.32
4160,329,Customer_202,Female,46,Los Angeles,85,Clothing_85,Electronics,BookWorm,1,119.99,2024-04-06,Middle-Aged (40-49),119.99
4161,140,Customer_484,Female,22,Houston,31,Home Appliances_31,Clothing,FashionHub,1,91.15,2024-09-13,Young Adults (20-29),91.15
4162,463,Customer_354,Male,33,Houston,81,Clothing_81,Home Appliances,HomeEssentials,1,93.85,2024-09-10,Adults (30-39),93.85
4163,185,Customer_398,Female,65,Chicago,100,Books_100,Clothing,FashionHub,2,60.77,2024-11-08,Seniors (60-69),121.54
4164,456,Customer_35,Female,20,Phoenix,8,Toys_8,Books,HomeEssentials,4,108.09,2024-06-27,Young Adults (20-29),432.36
4165,270,Customer_93,Male,45,Phoenix,59,Toys_59,Toys,BookWorm,1,178.95,2024-06-24,Middle-Aged (40-49),178.95
4166,265,Customer_356,Female,44,Chicago,48,Home Appliances_48,Toys,HomeEssentials,4,475.13,2024-03-17,Middle-Aged (40-49),1900.52
4167,315,Customer_473,Male,32,Phoenix,6,Electronics_6,Clothing,HomeEssentials,4,731.17,2024-10-11,Adults (30-39),2924.68
4168,265,Customer_356,Female,44,Chicago,22,Toys_22,Toys,ToyLand,1,179.76,2024-10-23,Middle-Aged (40-49),179.76
4169,90,Customer_278,Male,63,New York,85,Clothing_85,Electronics,BookWorm,5,175.55,2024-07-12,Seniors (60-69),877.75
4170,8,Customer_430,Male,36,Phoenix,94,Clothing_94,Electronics,FashionHub,4,569.1,2024-01-30,Adults (30-39),2276.4
4171,175,Customer_467,Male,65,New York,16,Home Appliances_16,Clothing,HomeEssentials,3,533.71,2024-12-31,Seniors (60-69),1601.13
4172,493,Customer_179,Female,55,Chicago,25,Electronics_25,Home Appliances,HomeEssentials,2,158.15,2024-12-14,Pre-Seniors (50-59),316.3
4173,458,Customer_293,Female,56,Los Angeles,92,Books_92,Clothing,HomeEssentials,3,164.72,2024-09-28,Pre-Seniors (50-59),494.15999999999997
4174,207,Customer_488,Male,68,Los Angeles,18,Books_18,Clothing,TechWorld,4,735.73,2024-03-15,Seniors (60-69),2942.92
4175,351,Customer_120,Male,27,Chicago,7,Books_7,Home Appliances,FashionHub,5,767.74,2024-06-08,Young Adults (20-29),3838.7
4176,415,Customer_47,Female,26,New York,9,Books_9,Books,TechWorld,2,159.02,2024-07-06,Young Adults (20-29),318.04
4177,237,Customer_303,Female,67,New York,64,Home Appliances_64,Clothing,HomeEssentials,2,35.33,2024-08-23,Seniors (60-69),70.66
4178,387,Customer_306,Male,66,Chicago,91,Toys_91,Clothing,BookWorm,3,230.0,2024-10-22,Seniors (60-69),690.0
4179,27,Customer_500,Male,20,Chicago,2,Clothing_2,Toys,FashionHub,1,46.96,2024-02-08,Young Adults (20-29),46.96
4180,215,Customer_350,Female,36,Chicago,59,Toys_59,Toys,BookWorm,1,185.53,2024-10-31,Adults (30-39),185.53
4181,159,Customer_309,Male,30,Los Angeles,78,Books_78,Electronics,HomeEssentials,4,315.22,2024-08-14,Adults (30-39),1260.88
4182,108,Customer_283,Female,54,Chicago,70,Home Appliances_70,Electronics,FashionHub,2,70.72,2024-06-15,Pre-Seniors (50-59),141.44
4183,35,Customer_349,Male,53,Los Angeles,56,Clothing_56,Toys,TechWorld,4,247.88,2024-04-27,Pre-Seniors (50-59),991.52
4184,62,Customer_230,Male,45,New York,87,Electronics_87,Electronics,ToyLand,3,281.15,2024-10-29,Middle-Aged (40-49),843.4499999999999
4185,195,Customer_70,Female,68,Houston,21,Home Appliances_21,Electronics,TechWorld,3,233.36,2024-03-08,Seniors (60-69),700.08
4186,305,Customer_394,Female,70,Houston,25,Electronics_25,Home Appliances,HomeEssentials,2,89.93,2024-12-02,Elders (70+),179.86
4187,423,Customer_139,Male,33,Los Angeles,10,Books_10,Books,FashionHub,1,71.27,2024-02-25,Adults (30-39),71.27
4188,220,Customer_267,Male,55,New York,3,Electronics_3,Books,BookWorm,3,162.97,2024-12-17,Pre-Seniors (50-59),488.90999999999997
4189,183,Customer_48,Female,56,Houston,99,Clothing_99,Toys,HomeEssentials,2,351.31,2024-08-28,Pre-Seniors (50-59),702.62
4190,335,Customer_475,Male,51,Chicago,53,Home Appliances_53,Toys,TechWorld,2,273.62,2024-03-26,Pre-Seniors (50-59),547.24
4191,473,Customer_299,Female,42,Los Angeles,53,Home Appliances_53,Toys,TechWorld,2,169.06,2024-10-12,Middle-Aged (40-49),338.12
4192,486,Customer_477,Male,60,Houston,51,Clothing_51,Home Appliances,BookWorm,2,105.75,2024-06-21,Seniors (60-69),211.5
4193,326,Customer_133,Male,51,Chicago,20,Toys_20,Electronics,FashionHub,2,97.82,2024-11-26,Pre-Seniors (50-59),195.64
4194,17,Customer_404,Female,64,Los Angeles,97,Electronics_97,Toys,TechWorld,4,722.88,2024-04-12,Seniors (60-69),2891.52
4195,491,Customer_248,Male,70,Houston,54,Toys_54,Books,TechWorld,4,698.14,2024-06-24,Elders (70+),2792.56
4196,289,Customer_464,Male,47,New York,16,Home Appliances_16,Clothing,HomeEssentials,5,517.65,2024-05-11,Middle-Aged (40-49),2588.25
4197,50,Customer_264,Female,21,New York,80,Toys_80,Clothing,TechWorld,1,82.41,2024-01-16,Young Adults (20-29),82.41
4198,271,Customer_477,Male,60,Chicago,73,Home Appliances_73,Books,BookWorm,2,370.87,2024-09-19,Seniors (60-69),741.74
4199,365,Customer_202,Male,69,Houston,91,Toys_91,Clothing,BookWorm,5,472.36,2024-03-23,Elders (70+),2361.8
4200,266,Customer_354,Female,62,Phoenix,49,Books_49,Clothing,BookWorm,1,149.11,2024-05-24,Seniors (60-69),149.11
4201,6,Customer_97,Female,63,Los Angeles,4,Toys_4,Clothing,HomeEssentials,4,297.14,2024-01-02,Seniors (60-69),1188.56
4202,209,Customer_329,Female,57,Los Angeles,97,Electronics_97,Toys,TechWorld,4,80.17,2024-05-15,Pre-Seniors (50-59),320.68
4203,397,Customer_431,Male,39,New York,22,Toys_22,Toys,ToyLand,2,136.62,2024-02-21,Middle-Aged (40-49),273.24
4204,276,Customer_282,Female,59,Chicago,35,Books_35,Toys,BookWorm,5,870.05,2024-07-15,Seniors (60-69),4350.25
4205,4,Customer_120,Male,28,Houston,66,Electronics_66,Toys,ToyLand,1,169.2,2024-04-24,Young Adults (20-29),169.2
4206,206,Customer_325,Female,60,New York,4,Toys_4,Clothing,HomeEssentials,2,51.39,2024-11-26,Seniors (60-69),102.78
4207,32,Customer_303,Female,37,Los Angeles,84,Books_84,Electronics,BookWorm,1,92.04,2024-02-14,Adults (30-39),92.04
4208,119,Customer_178,Male,24,New York,35,Books_35,Toys,BookWorm,2,389.04,2024-09-27,Young Adults (20-29),778.08
4209,171,Customer_233,Male,60,Chicago,45,Books_45,Clothing,HomeEssentials,2,369.47,2024-03-01,Seniors (60-69),738.94
4210,292,Customer_253,Male,57,New York,65,Clothing_65,Books,ToyLand,2,295.83,2024-02-21,Pre-Seniors (50-59),591.66
4211,71,Customer_339,Male,23,Los Angeles,43,Clothing_43,Home Appliances,HomeEssentials,4,276.17,2024-06-30,Young Adults (20-29),1104.68
4212,245,Customer_338,Male,52,Houston,58,Clothing_58,Electronics,TechWorld,4,601.8,2024-10-27,Pre-Seniors (50-59),2407.2
4213,321,Customer_389,Female,22,New York,65,Clothing_65,Books,ToyLand,1,30.9,2024-09-17,Young Adults (20-29),30.9
4214,485,Customer_266,Male,30,Houston,52,Toys_52,Books,TechWorld,4,405.7,2024-08-24,Adults (30-39),1622.8
4215,104,Customer_96,Female,68,Phoenix,59,Toys_59,Toys,BookWorm,3,41.7,2024-12-15,Seniors (60-69),125.10000000000001
4216,480,Customer_257,Female,25,Houston,82,Electronics_82,Clothing,HomeEssentials,1,34.35,2024-07-16,Young Adults (20-29),34.35
4217,174,Customer_449,Female,35,Houston,65,Clothing_65,Books,ToyLand,1,102.16,2024-10-26,Adults (30-39),102.16
4218,143,Customer_114,Female,46,Los Angeles,7,Books_7,Home Appliances,FashionHub,5,401.35,2024-01-22,Middle-Aged (40-49),2006.75
4219,225,Customer_453,Female,26,Phoenix,27,Books_27,Electronics,ToyLand,5,208.79,2024-08-26,Young Adults (20-29),1043.95
4220,233,Customer_411,Female,23,New York,9,Books_9,Books,TechWorld,1,70.18,2024-02-12,Young Adults (20-29),70.18
4221,492,Customer_185,Female,39,Houston,80,Toys_80,Clothing,TechWorld,1,142.46,2024-11-03,Middle-Aged (40-49),142.46
4222,366,Customer_184,Male,67,New York,17,Toys_17,Books,TechWorld,3,448.72,2024-03-14,Seniors (60-69),1346.16
4223,250,Customer_2,Male,21,Phoenix,77,Electronics_77,Home Appliances,TechWorld,4,722.57,2024-12-04,Young Adults (20-29),2890.28
4224,58,Customer_481,Female,25,Los Angeles,27,Books_27,Electronics,ToyLand,5,198.74,2024-01-17,Young Adults (20-29),993.7
4225,273,Customer_242,Male,66,New York,30,Home Appliances_30,Books,BookWorm,3,572.83,2024-07-29,Seniors (60-69),1718.4900000000002
4226,19,Customer_328,Female,41,Phoenix,6,Electronics_6,Clothing,HomeEssentials,5,713.46,2024-11-02,Middle-Aged (40-49),3567.3
4227,496,Customer_405,Male,24,Phoenix,99,Clothing_99,Toys,HomeEssentials,3,310.45,2024-01-02,Young Adults (20-29),931.3499999999999
4228,286,Customer_51,Male,29,Houston,51,Clothing_51,Home Appliances,BookWorm,3,57.58,2024-04-12,Adults (30-39),172.74
4229,467,Customer_165,Male,42,Phoenix,85,Clothing_85,Electronics,BookWorm,3,439.38,2024-04-25,Middle-Aged (40-49),1318.1399999999999
4230,128,Customer_252,Male,35,Houston,83,Books_83,Books,ToyLand,4,450.58,2024-08-03,Adults (30-39),1802.32
4231,465,Customer_55,Male,27,New York,13,Electronics_13,Books,FashionHub,1,36.24,2024-12-26,Young Adults (20-29),36.24
4232,184,Customer_122,Male,34,Houston,20,Toys_20,Electronics,FashionHub,2,391.77,2024-09-26,Adults (30-39),783.54
4233,442,Customer_463,Female,54,Houston,90,Home Appliances_90,Home Appliances,TechWorld,1,188.85,2024-11-01,Pre-Seniors (50-59),188.85
4234,449,Customer_419,Female,19,Phoenix,30,Home Appliances_30,Books,BookWorm,4,455.85,2024-04-07,Young Adults (20-29),1823.4
4235,11,Customer_46,Female,37,Los Angeles,97,Electronics_97,Toys,TechWorld,3,499.03,2024-10-05,Adults (30-39),1497.09
4236,34,Customer_231,Female,22,Houston,93,Electronics_93,Home Appliances,ToyLand,1,53.84,2024-09-28,Young Adults (20-29),53.84
4237,315,Customer_473,Male,32,Phoenix,32,Toys_32,Clothing,HomeEssentials,1,140.6,2024-09-22,Adults (30-39),140.6
4238,361,Customer_47,Female,55,Houston,26,Clothing_26,Clothing,BookWorm,1,151.47,2024-01-15,Pre-Seniors (50-59),151.47
4239,7,Customer_161,Female,32,Los Angeles,71,Electronics_71,Books,BookWorm,5,937.73,2024-06-14,Adults (30-39),4688.65
4240,246,Customer_245,Female,39,New York,28,Electronics_28,Home Appliances,BookWorm,5,403.99,2024-10-31,Middle-Aged (40-49),2019.95
4241,102,Customer_248,Male,36,Chicago,65,Clothing_65,Books,ToyLand,3,503.12,2024-07-13,Adults (30-39),1509.3600000000001
4242,426,Customer_265,Male,41,Houston,80,Toys_80,Clothing,TechWorld,5,142.34,2024-04-05,Middle-Aged (40-49),711.7
4243,452,Customer_54,Male,44,Phoenix,50,Electronics_50,Toys,FashionHub,4,379.75,2024-02-03,Middle-Aged (40-49),1519.0
4244,308,Customer_273,Female,20,New York,73,Home Appliances_73,Books,BookWorm,2,221.8,2024-01-29,Young Adults (20-29),443.6
4245,374,Customer_161,Female,55,Houston,18,Books_18,Clothing,TechWorld,3,219.0,2024-01-11,Pre-Seniors (50-59),657.0
4246,374,Customer_161,Female,55,Houston,5,Books_5,Home Appliances,BookWorm,1,99.64,2024-08-22,Pre-Seniors (50-59),99.64
4247,397,Customer_431,Male,39,New York,25,Electronics_25,Home Appliances,HomeEssentials,3,149.31,2024-11-03,Middle-Aged (40-49),447.93
4248,39,Customer_82,Male,23,Phoenix,17,Toys_17,Books,TechWorld,5,416.71,2024-11-19,Young Adults (20-29),2083.5499999999997
4249,468,Customer_117,Female,18,Houston,43,Clothing_43,Home Appliances,HomeEssentials,1,139.88,2024-07-30,Teens (<20),139.88
4250,416,Customer_292,Male,59,New York,63,Electronics_63,Home Appliances,ToyLand,2,229.76,2024-02-22,Seniors (60-69),459.52
4251,216,Customer_365,Female,60,Houston,59,Toys_59,Toys,BookWorm,1,194.26,2024-10-19,Seniors (60-69),194.26
4252,448,Customer_425,Male,29,Los Angeles,50,Electronics_50,Toys,FashionHub,5,477.64,2024-12-10,Adults (30-39),2388.2
4253,84,Customer_352,Male,69,Chicago,40,Home Appliances_40,Clothing,ToyLand,3,341.81,2024-06-12,Elders (70+),1025.43
4254,499,Customer_382,Female,48,Chicago,23,Home Appliances_23,Home Appliances,BookWorm,4,560.06,2024-09-03,Middle-Aged (40-49),2240.24
4255,304,Customer_199,Male,33,New York,62,Books_62,Toys,BookWorm,1,198.04,2024-04-01,Adults (30-39),198.04
4256,258,Customer_421,Male,36,Houston,96,Home Appliances_96,Home Appliances,BookWorm,5,112.68,2024-06-01,Adults (30-39),563.4000000000001
4257,358,Customer_322,Female,45,Chicago,96,Home Appliances_96,Home Appliances,BookWorm,1,114.21,2024-08-22,Middle-Aged (40-49),114.21
4258,470,Customer_157,Male,67,Phoenix,44,Home Appliances_44,Clothing,BookWorm,5,542.77,2024-06-21,Seniors (60-69),2713.85
4259,245,Customer_338,Male,52,Houston,7,Books_7,Home Appliances,FashionHub,5,333.43,2024-12-06,Pre-Seniors (50-59),1667.15
4260,42,Customer_367,Female,21,Los Angeles,67,Toys_67,Books,FashionHub,1,100.32,2024-01-01,Young Adults (20-29),100.32
4261,156,Customer_138,Female,31,Houston,14,Toys_14,Toys,BookWorm,1,170.8,2024-06-01,Adults (30-39),170.8
4262,374,Customer_161,Female,55,Houston,7,Books_7,Home Appliances,FashionHub,5,512.3,2024-04-19,Pre-Seniors (50-59),2561.5
4263,384,Customer_219,Female,49,Los Angeles,11,Electronics_11,Electronics,BookWorm,2,113.29,2024-02-11,Pre-Seniors (50-59),226.58
4264,148,Customer_302,Female,61,Phoenix,48,Home Appliances_48,Toys,HomeEssentials,1,196.13,2024-07-11,Seniors (60-69),196.13
4265,377,Customer_447,Female,20,Phoenix,18,Books_18,Clothing,TechWorld,4,340.62,2024-02-21,Young Adults (20-29),1362.48
4266,178,Customer_303,Female,18,Houston,88,Toys_88,Electronics,ToyLand,2,259.16,2024-06-13,Teens (<20),518.32
4267,490,Customer_364,Female,64,Los Angeles,2,Clothing_2,Toys,FashionHub,1,41.66,2024-11-05,Seniors (60-69),41.66
4268,215,Customer_350,Female,36,Chicago,75,Books_75,Clothing,TechWorld,3,140.87,2024-07-21,Adults (30-39),422.61
4269,468,Customer_117,Female,18,Houston,67,Toys_67,Books,FashionHub,4,97.72,2024-09-14,Teens (<20),390.88
4270,334,Customer_44,Male,24,Los Angeles,36,Toys_36,Clothing,HomeEssentials,1,170.57,2024-11-17,Young Adults (20-29),170.57
4271,312,Customer_391,Female,50,Chicago,54,Toys_54,Books,TechWorld,4,597.38,2024-08-23,Pre-Seniors (50-59),2389.52
4272,430,Customer_333,Female,70,Los Angeles,32,Toys_32,Clothing,HomeEssentials,3,428.63,2024-04-28,Elders (70+),1285.8899999999999
4273,230,Customer_176,Male,22,Phoenix,32,Toys_32,Clothing,HomeEssentials,5,274.04,2024-09-19,Young Adults (20-29),1370.2
4274,443,Customer_471,Male,48,New York,4,Toys_4,Clothing,HomeEssentials,1,128.6,2024-07-04,Middle-Aged (40-49),128.6
4275,122,Customer_9,Female,62,Chicago,94,Clothing_94,Electronics,FashionHub,5,857.19,2024-04-06,Seniors (60-69),4285.950000000001
4276,38,Customer_128,Female,18,Chicago,2,Clothing_2,Toys,FashionHub,3,201.89,2024-05-26,Teens (<20),605.67
4277,270,Customer_93,Male,45,Phoenix,85,Clothing_85,Electronics,BookWorm,3,215.57,2024-10-21,Middle-Aged (40-49),646.71
4278,43,Customer_37,Male,28,Chicago,68,Clothing_68,Toys,HomeEssentials,2,398.85,2024-03-28,Young Adults (20-29),797.7
4279,185,Customer_398,Female,65,Chicago,61,Clothing_61,Electronics,ToyLand,1,62.34,2024-11-27,Seniors (60-69),62.34
4280,436,Customer_464,Male,40,New York,20,Toys_20,Electronics,FashionHub,3,468.29,2024-07-29,Middle-Aged (40-49),1404.8700000000001
4281,310,Customer_276,Female,25,New York,94,Clothing_94,Electronics,FashionHub,4,504.33,2024-04-23,Young Adults (20-29),2017.32
4282,206,Customer_325,Female,60,New York,84,Books_84,Electronics,BookWorm,3,168.3,2024-11-23,Seniors (60-69),504.90000000000003
4283,224,Customer_215,Male,57,Houston,74,Clothing_74,Electronics,BookWorm,4,247.9,2024-08-26,Pre-Seniors (50-59),991.6
4284,6,Customer_97,Female,63,Los Angeles,7,Books_7,Home Appliances,FashionHub,1,196.32,2024-12-12,Seniors (60-69),196.32
4285,235,Customer_154,Male,28,Chicago,22,Toys_22,Toys,ToyLand,2,253.17,2024-06-16,Young Adults (20-29),506.34
4286,49,Customer_31,Male,41,New York,51,Clothing_51,Home Appliances,BookWorm,3,387.39,2024-04-03,Middle-Aged (40-49),1162.17
4287,210,Customer_64,Male,43,Chicago,78,Books_78,Electronics,HomeEssentials,1,169.88,2024-01-08,Middle-Aged (40-49),169.88
